********** Iniciando experimentos FMIX con aumentado: 23:07:36 **********
Ejecutando: prueba inicial FMIX (sobre Oitaven)
GPUs detectadas: 2
********************Ejecutando prueba sobre el dataset oitaven ******************************
Cargando datos en memoria principal...
--- Iniciando Random Search Paralelo (150 de 2058 combinaciones totales) ---
[GPU: 0] Evaluando: Alpha=0.1, Decay=0.2, Soft=1.0, Epochs=100, Batch=256, Prob=0.4, Usar_sampler=1
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA

============================================================
RESULTADOS FINALES PROMEDIADOS (CONJUNTO DE TEST) SOBRE EL FICHERO: xesta
============================================================
Mejor Configuración: Alpha=1.2, Decay=0.5, Soft=0.2, Epoch=100, Batch=256, Prob=0.5, Sampler=1
------------------------------------------------------------
ACCURACY POR CLASE:
  Clase 01: 90.68% ± 3.66%
  Clase 02: 81.12% ± 5.03%
  Clase 03: 93.16% ± 0.26%
  Clase 04: 95.34% ± 1.83%
  Clase 07: 98.40% ± 0.24%
  Clase 08: 97.32% ± 0.25%
------------------------------------------------------------
OA Final: 97.95% ± 0.15%
AA Final: 92.67% ± 1.28%
------------------------------------------------------------
Tiempo entrenamiento total medio con hiperparámetros óptimos: 151.71 s
Tiempo medio por época con hiperparámetros óptimos: 1.5171 s
============================================================
Prueba iteracion 7 finalizada.
********************************************
********** Se han finalizado todas las pruebas de FMIX con aumentado: 00:23:01 **********
